gid,srand,Primary,Secondary,Internal,Antisense
b2142,-,-1,[],[],[]
b2143,-,-1,[],[],[]
b2144,-,-1,[],[],[]
b2146,-,-1,[],[],[]
b2147,-,-1,[],[],[]
b2148,-,-1,[],"[2234806, 2235440]",[]
b2149,-,-1,[],"[2236787, 2237295]",[2236365]
b2154,-,-1,[],[],[]
b2158,-,-1,[],[],[]
b2159,-,-1,[],[],[]
b2161,-,-1,[],"[2251054, 2251106, 2251153, 2251321]",[2251809]
b2162,-,-1,[],[],"[2252900, 2253110]"
b2164,-,-1,[],"[2254253, 2254887, 2254997, 2255213, 2255339]",[2255420]
b2165,-,-1,[],[],[2255420]
b2167,-,-1,[],"[2258464, 2258880, 2259424]",[]
b2171,-,-1,[],[],[]
b2172,-,-1,[],[],[]
b2173,-,-1,[],[],[]
b2174,-,-1,[],[],[]
b2175,-,-1,[],[],[]
b2176,-,-1,[],[],[]
b2177,-,-1,[],[],[]
b2180,-,-1,[],[],[]
b2182,-,-1,[],[2277740],"[2276920, 2277837]"
b2184,-,-1,[],[],[]
b2185,-,-1,[],[],[]
b2187,-,-1,[],[],[]
b2188,-,-1,[],[],[]
b2189,-,-1,[],[],[]
b2193,-,-1,[],[],[]
b2194,-,-1,[],"[2289415, 2290180]","[2289434, 2290246]"
b2197,-,-1,[],[],[2293118]
b2200,-,-1,[],[],[2294471]
b2202,-,-1,[],"[2295933, 2296274]",[2295992]
b2204,-,-1,[],[2297500],[]
b2205,-,-1,[],[2298274],[2297709]
b2206,-,-1,[],"[2300450, 2300489]","[2299656, 2299780, 2299803, 2299966, 2299984]"
b4604,-,-1,[],[],[]
b2209,-,-1,[],[],[]
b2212,-,-1,[],[],"[2306935, 2306976]"
b4439,-,-1,[],[],[]
b2216,-,-1,[],[],[]
b2217,-,-1,[],[],[]
b2219,-,-1,[],[],[]
b2220,-,-1,[],[],[]
b2221,-,-1,[],[],[]
b2222,-,-1,[],[],[]
b2224,-,-1,[],[],[]
b2225,-,-1,[],[2325525],"[2325986, 2325991, 2326192]"
b2226,-,-1,[],[2327537],"[2326192, 2326414, 2326435]"
b4500,-,-1,[],[2331327],"[2328777, 2329291, 2329418, 2329470, 2329500, 2330277, 2330285, 2331393, 2331924]"
b2232,-,-1,[],[],[]
b2233,-,-1,[],"[2338633, 2338725, 2339264, 2339299, 2340093, 2340388, 2340931]","[2338654, 2339208, 2339217, 2339746, 2340223, 2340424, 2340506]"
b2234,-,-1,[],[],[]
b2235,-,-1,[],[],[]
b2239,-,-1,[],"[2348068, 2348760]",[2347963]
b2241,-,-1,[],[],[]
b2242,-,-1,[],[],[]
b2243,-,-1,[],[],[]
b2244,-,-1,[],[],[]
b2245,-,-1,[],[2356848],[]
b2247,-,-1,[],[],[2359440]
b2248,-,-1,[],[],[2359440]
b2251,-,-1,[],[],[]
b2253,-,-1,[],[],[]
b2254,-,-1,[],[],[]
b2255,-,-1,[],[],[]
b2256,-,-1,[],[],[]
b2260,-,-1,[],[2371993],"[2371579, 2371625]"
b2263,-,-1,[],[2375024],[2375019]
b2268,-,-1,[],[],[]
b2270,-,-1,[],"[2382979, 2383332]","[2382151, 2383278, 2383426]"
b2271,-,-1,[],[],[]
b2275,-,-1,[],[],[]
b2276,-,-1,[],[2388525],[2389248]
b2278,-,-1,[],[2392129],[2393052]
b2279,-,-1,[],[],"[2393052, 2393338]"
b2280,-,-1,[],[],[2393338]
b2281,-,-1,[],[],[2394135]
b2285,-,-1,[],[],"[2399811, 2400084]"
b2286,-,-1,[],[2401057],[2400084]
b2287,-,-1,[],[],"[2402550, 2402639]"
b2290,-,-1,[],[],[]
b2291,-,-1,[],[],[]
b2296,-,-1,[],[],[]
b2297,-,-1,[],[],[]
b2298,-,-1,[],[],[]
b2302,-,-1,[],[],[]
b2303,-,-1,[],[],[]
b2304,-,-1,[],[],[]
b2305,-,-1,[],"[2420711, 2421324]",[2420700]
b2307,-,-1,[],[2422797],"[2422520, 2422546, 2422955]"
b2308,-,-1,[],[],[2423922]
b2309,-,-1,[],"[2424294, 2424535]",[]
b2317,-,-1,[],"[2432194, 2432214, 2432295]","[2432174, 2432216, 2432500]"
b2321,-,-1,[],[],[]
b2324,-,-1,[],[],[]
b2325,-,-1,[],[],[2442290]
b2326,-,-1,[],[2442632],[2442290]
b2328,-,-1,[],"[2443739, 2444237]","[2444244, 2444281]"
b2330,-,-1,[],"[2445650, 2445655]",[2446243]
b2332,-,-1,[],"[2447738, 2447798, 2447811, 2447860, 2448049]","[2447170, 2447313, 2447576, 2447756, 2447913, 2448071]"
b2333,-,-1,[],[],"[2448071, 2448181]"
b4661,-,-1,[],"[2452429, 2452732, 2452762]","[2451448, 2451977, 2452248]"
b2339,-,-1,[],[],"[2453317, 2453363]"
b2344,-,-1,[],[],[]
b2345,-,-1,[],[],[]
b2347,-,-1,[],[],[]
b2349,-,-1,[],[],[]
b2350,-,-1,[],[],[]
b2351,-,-1,[],[],[]
b2352,-,-1,[],[],[]
b2354,-,-1,[],"[2469253, 2469255, 2469413]","[2469065, 2469330]"
b2358,-,-1,[],[],[2471618]
b2360,-,-1,[],[],[]
b2361,-,-1,[],[],[]
b2362,-,-1,[],[],[]
b2363,-,-1,[],[],[]
b4545,-,-1,[],[],[]
b4501,-,-1,[],[],[]
b2364,-,-1,[],[2475644],[]
b2365,-,-1,[],[],[]
b2366,-,-1,[],[],[]
b2368,-,-1,[],[2480203],[2481164]
b2369,-,-1,[],[],[]
b2370,-,-1,[],[],[]
b2371,-,-1,[],"[2486315, 2486929]","[2486058, 2486273, 2486770]"
b2372,-,-1,[],[2488163],[2488215]
b2373,-,-1,[],"[2488574, 2489818]","[2488215, 2488317, 2488325]"
b2374,-,-1,[],[],"[2491010, 2491306]"
b2378,-,-1,[],[],[]
b2380,-,-1,[],[],[]
b2381,-,-1,[],[],[]
b2382,-,-1,[],[],[]
b2383,-,-1,[],"[2500036, 2501635]","[2499950, 2500426, 2500875]"
b2384,-,-1,[],[2503561],[]
b2385,-,-1,[],[2504385],"[2504418, 2504424]"
b2386,-,-1,[],[],[2505946]
b2387,-,-1,[],[],[2505946]
b2389,-,-1,[],[],[]
b2393,-,-1,[],[],[]
b2394,-,-1,[],[],[]
b2399,-,-1,[],[],[]
b2406,-,-1,[],"[2521579, 2521716, 2521828, 2521830, 2521912]","[2521252, 2521838]"
b2408,-,-1,[],[],[]
b2410,-,-1,[],[],[]
b4546,-,-1,[],[2526103],[2526052]
b2413,-,-1,[],[],[]
b2414,-,-1,[],[],[]
b2415,-,-1,[],[],[]
b2416,-,-1,[],[],[]
b2417,-,-1,[],[],[]
b2419,-,-1,[],[],[]
b2420,-,-1,[],[],[]
b2422,-,-1,[],[2538212],[]
b2423,-,-1,[],[],[2539499]
b2428,-,-1,[],[],[]
b2429,-,-1,[],[],[]
b2430,-,-1,[],[],[]
b2435,-,-1,[],[],[]
b2436,-,-1,[],[],[]
b2438,-,-1,[],[2553386],[]
b2439,-,-1,[],[],[2553866]
b2440,-,-1,[],[2555316],"[2555019, 2555328, 2555334]"
b2442,-,-1,[],[],[]
b2443,-,-1,[],[],[]
b2445,-,-1,[],[],[]
b2447,-,-1,[],[],[]
b2450,-,-1,[],[],[]
b2451,-,-1,[],[],"[2564143, 2564790]"
b2452,-,-1,[],"[2565755, 2566075]",[]
b2455,-,-1,[],[],"[2568879, 2568943]"
b2456,-,-1,[],[],[2570140]
b2457,-,-1,[],[],[2570140]
b2458,-,-1,[],[],[2571594]
b2459,-,-1,[],[],[2571594]
b2460,-,-1,[],[],[2572782]
b2461,-,-1,[],[],[2573530]
b2462,-,-1,[],[],[2573530]
b2464,-,-1,[],[],[]
b2465,-,-1,[],[],[]
b2469,-,-1,[],[],[]
b2470,-,-1,[],[],[]
b2471,-,-1,[],[],[]
b2472,-,-1,[],[],[]
b4547,-,-1,[],[],[]
b2474,-,-1,[],"[2591991, 2592568, 2593537]","[2591864, 2592258]"
b2477,-,-1,[],[2596439],[]
b2479,-,-1,[],[],[]
b2481,-,-1,[],[],[]
b2482,-,-1,[],[],[]
b2484,-,-1,[],[],[]
b2485,-,-1,[],[],[]
b2486,-,-1,[],[],[]
b2487,-,-1,[],[],[]
b2488,-,-1,[],[],[]
b2489,-,-1,[],[],[]
b2490,-,-1,[],[],[]
b2491,-,-1,[],[],[]
b2492,-,-1,[],[],[]
b2494,-,-1,[],[],[]
b2495,-,-1,[],[],[]
b2497,-,-1,[],"[2616966, 2617232, 2617888, 2618179]","[2617071, 2618071, 2618196, 2618275]"
b2499,-,-1,[],[],[]
b2500,-,-1,[],[],[]
b2501,-,-1,[],[],[]
b2502,-,-1,[],[],[]
b2505,-,-1,[],[],[]
b2506,-,-1,[],[],[]
b2510,-,-1,[],[],[2633767]
b2512,-,-1,[],"[2635500, 2635665, 2635874, 2636029, 2636233, 2636573]",[2635892]
b2513,-,-1,[],"[2636997, 2637038]",[]
b2519,-,-1,[],"[2643234, 2643653, 2644065]","[2642958, 2643011, 2643251, 2643673, 2644005, 2645265]"
b2521,-,-1,[],[],[]
b4440,-,-1,[],[],[]
b2523,-,-1,[],[2654290],"[2653805, 2653827, 2654322, 2654400, 2654450]"
b2525,-,-1,[],[],[2655116]
b2529,-,-1,[],[2658146],"[2658171, 2658397]"
b2530,-,-1,[],"[2658983, 2659019]","[2658397, 2659080]"
b2533,-,-1,[],[],[]
b2535,-,-1,[],[],[]
b4706,-,-1,[],[],"[2666070, 2666187]"
b2538,-,-1,[],[],[]
b2539,-,-1,[],[],[]
b2540,-,-1,[],[],[]
b2541,-,-1,[],[],[]
b2542,-,-1,[],[],[]
b2545,-,-1,[],[2672726],[2673813]
b2546,-,-1,[],[],"[2673813, 2674877]"
b2547,-,-1,[],[],"[2674877, 2675555, 2675662]"
b2548,-,-1,[],[],"[2677123, 2677242]"
b2550,-,-1,[],[],[]
b2552,-,-1,[],[],[]
b2554,-,-1,[],[2685525],[]
b2555,-,-1,[],[],"[2687232, 2687547]"
b2558,-,-1,[],[],[]
b2561,-,-1,[],[],[]
b2562,-,-1,[],[],[]
b2563,-,-1,[],[2698771],"[2698542, 2698645, 2698647, 2699017]"
b4608,-,-1,[],[],[]
b2565,-,-1,[],[2699835],"[2699780, 2700060]"
b2570,-,-1,[],[2705519],[2705853]
b2574,-,-1,[],[],[]
b2576,-,-1,[],[],[]
b2578,-,-1,[],[],[]
b2580,-,-1,[],[],[]
b2582,-,-1,[],[],[]
b2583,-,-1,[],[],[]
b2584,-,-1,[],[],[]
b2586,-,-1,[],[],[]
b2595,-,-1,[],[],[]
b2597,-,-1,[],[],[]
b2598,-,-1,[],[],[]
b2599,-,-1,[],[],[]
b2602,-,-1,[],[],[]
b2603,-,-1,[],[],[]
b2604,-,-1,[],[],[]
b2605,-,-1,[],[],[]
b2606,-,-1,[],[2742255],[2742271]
b2608,-,-1,[],[2743402],[]
b2610,-,-1,[],"[2744761, 2745452, 2745580]",[2745816]
b2611,-,-1,[],[],[]
b4461,-,-1,[],[],[]
b2615,-,-1,[],[],[]
b2616,-,-1,[],[],[]
b2617,-,-1,[],[],[]
b2619,-,-1,[],[2752770],[2752854]
b2620,-,-1,[],[],[]
b2622,-,-1,[],[],[]
b2624,-,-1,[],[],[]
b2626,-,-1,[],[],[]
b2630,-,-1,[],[],[]
b2631,-,-1,[],[],[]
b2632,-,-1,[],[],[]
b2633,-,-1,[],[],[]
b2634,-,-1,[],[],[]
b2635,-,-1,[],[],[]
b2636,-,-1,[],[],[]
b2638,-,-1,[],[2770029],"[2770047, 2770115, 2770196]"
b4644,-,-1,[],[],[]
b2643,-,-1,[],[],[]
b2644,-,-1,[],[],[]
b2645,-,-1,[],[],[]
b4645,-,-1,[],[],[]
b2647,-,-1,[],"[2776422, 2776464, 2776917, 2776975, 2777361, 2778007, 2778066, 2778159, 2779233, 2779300, 2780096]","[2776140, 2776368, 2776474, 2776861, 2777757, 2778683, 2779364, 2779612, 2779847, 2780052]"
b2650,-,-1,[],[2781948],[]
b2652,-,-1,[],[],[2783831]
b4462,-,-1,[],[],[]
b2662,-,-1,[],[],[]
b2663,-,-1,[],[],[]
b2664,-,-1,[],[],[]
b2668,-,-1,[],[],[]
b2672,-,-1,[],[],[]
b2673,-,-1,[],[],[]
b2675,-,-1,[],[],[]
b2676,-,-1,[],[],[]
b2678,-,-1,[],[],[]
b2679,-,-1,[],[],[]
b2681,-,-1,[],[],[]
b2682,-,-1,[],[],[]
b2683,-,-1,[],[],[]
b2684,-,-1,[],[],[]
b2685,-,-1,[],[],[]
b2687,-,-1,[],[],"[2812239, 2812563, 2812819, 2812824]"
b2694,-,-1,[],[2816569],[]
b2698,-,-1,[],[2820203],"[2820155, 2820552, 2820609, 2820678]"
b2699,-,-1,[],[],"[2820678, 2820777]"
b2703,-,-1,[],[],[]
b2707,-,-1,[],[],[]
b2708,-,-1,[],[],[]
b2710,-,-1,[],[],[]
b2711,-,-1,[],[],[]
b2713,-,-1,[],[2835642],"[2835607, 2835775]"
b2715,-,-1,[],[],[]
b2716,-,-1,[],[],[]
b2719,-,-1,[],"[2841584, 2841821, 2842010]","[2841681, 2841999]"
b2721,-,-1,[],[],"[2843190, 2843885]"
b2729,-,-1,[],[],[]
b2730,-,-1,[],[],[]
b2731,-,-1,[],[],[]
b2733,-,-1,[],[],[]
b2734,-,-1,[],[],[]
b2736,-,-1,[],[],[]
b2737,-,-1,[],[],[]
b2738,-,-1,[],[],[]
b2739,-,-1,[],[],[]
b2740,-,-1,[],[],[]
b2741,-,-1,[],[],[2865574]
b2743,-,-1,[],[2866962],[]
b2744,-,-1,[],[2867989],[2867833]
b2747,-,-1,[],[2870083],[]
b2751,-,-1,[],"[2872304, 2872907]","[2873047, 2873121]"
b2753,-,-1,[],[],[]
b2755,-,-1,[],[2877567],[2877024]
b2757,-,-1,[],"[2878521, 2878909]","[2878352, 2878560, 2878799]"
b2758,-,-1,[],[2880146],[2879340]
b2761,-,-1,[],"[2883276, 2883488, 2883568, 2883885, 2884174, 2884210, 2884687]","[2882505, 2882555, 2883154, 2883602, 2885278]"
b2763,-,-1,[],"[2886558, 2886735]",[]
b2765,-,-1,[],[],[]
b2766,-,-1,[],[],[]
b2767,-,-1,[],[],[]
b2769,-,-1,[],"[2893759, 2893786]","[2893333, 2893788]"
b2770,-,-1,[],[],[2893788]
b4463,-,-1,[],"[2895998, 2896228, 2897068, 2897308]",[]
b2775,-,-1,[],[],[]
b2776,-,-1,[],[],[]
b2779,-,-1,[],[2904763],"[2904974, 2905515, 2905691, 2905999]"
b2782,-,-1,[],[2908868],"[2909060, 2909074]"
b2783,-,-1,[],[],"[2909060, 2909074]"
b2786,-,-1,[],[],[]
b2787,-,-1,[],"[2916107, 2916315, 2916658, 2917060, 2917072, 2917281]",[2916712]
b2789,-,-1,[],[2918895],[2919119]
b2790,-,-1,[],[2920797],"[2920812, 2920871]"
b2791,-,-1,[],[],[2921802]
b2793,-,-1,[],"[2923072, 2923077, 2923145]","[2923190, 2923340]"
b2794,-,-1,[],[],[]
b2795,-,-1,[],[],[]
b2796,-,-1,[],[],[]
b2798,-,-1,[],[],[]
b2801,-,-1,[],[],[]
b2802,-,-1,[],[],[]
b2803,-,-1,[],[],[]
b2804,-,-1,[],[],[]
b2805,-,-1,[],[],[]
b2806,-,-1,[],"[2938289, 2938559, 2938804, 2939233]",[]
b4443,-,-1,[],[],[]
b2814,-,-1,[],[],[]
b2818,-,-1,[],[],[]
b2820,-,-1,[],"[2950694, 2951430, 2952693]","[2950695, 2950795]"
b2824,-,-1,[],[2960905],[]
b2825,-,-1,[],[],[2961322]
b2829,-,-1,[],[2966045],"[2964344, 2964841, 2966533]"
b2832,-,-1,[],[],[]
b2833,-,-1,[],[],[]
b2834,-,-1,[],[],[]
b2838,-,-1,[],"[2975754, 2975806, 2976377, 2976535, 2976648, 2976741]",[2977017]
b2839,-,-1,[],[],[]
b2842,-,-1,[],"[2980587, 2980854, 2981007, 2981268, 2981277]","[2980709, 2981284]"
b2843,-,-1,[],[2981988],"[2981284, 2981401, 2981529]"
b2845,-,-1,[],[],[]
b2846,-,-1,[],[],[]
b4683,-,-1,[],[],[2987742]
b2849,-,-1,[],[],"[2988025, 2988149, 2988155]"
b2850,-,-1,[],[],[]
b2852,-,-1,[],[],[]
b2854,-,-1,[],[],[]
b2856,-,-1,[],[2992835],[2992883]
b2859,-,-1,[],[2994280],[]
b2866,-,-1,[],[],[]
b2867,-,-1,[],[],[]
b2868,-,-1,[],[],[]
b2870,-,-1,[],[],[]
b2871,-,-1,[],[],[]
b2872,-,-1,[],[],[]
b2873,-,-1,[],[],[]
b2875,-,-1,[],[3011674],[3010939]
b2877,-,-1,[],[],[]
b2878,-,-1,[],[],[]
b2879,-,-1,[],[],[]
b2880,-,-1,[],[],[]
b2881,-,-1,[],[],[]
b2882,-,-1,[],[],[]
b2883,-,-1,[],[],[]
b4464,-,-1,[],[],[]
b2888,-,-1,[],[],[]
b2889,-,-1,[],[],[]
b2890,-,-1,[],[],[3033163]
b2892,-,-1,[],[3034404],"[3034343, 3034657, 3035667]"
b2895,-,-1,[],[],[]
b2896,-,-1,[],[3038573],[]
b2898,-,-1,[],[],[]
b2900,-,-1,[],[3041355],"[3041476, 3041508]"
b2903,-,-1,[],"[3045108, 3046367]",[]
b2904,-,-1,[],[],[3047573]
b2908,-,-1,[],[],"[3052173, 3052908]"
b2910,-,-1,[],[],[]
b2911,-,-1,[],[],[]
b2912,-,-1,[],[],[]
b4446,-,-1,[],[],[]
b2915,-,-1,[],"[3057480, 3057706]",[]
b2916,-,-1,[],[],[]
b2917,-,-1,[],[],[]
b2918,-,-1,[],[],[]
b2922,-,-1,[],[3065778],[3065367]
b2925,-,-1,[],"[3068270, 3068582, 3069102]","[3068250, 3068847, 3069305]"
b2928,-,-1,[],"[3072186, 3072441]","[3071955, 3072356, 3072739]"
b2930,-,-1,[],"[3073252, 3073364, 3073487]",[3073267]
b2936,-,-1,[],[],[]
b2940,-,-1,[],[],[]
b2942,-,-1,[],[],[]
b2943,-,-1,[],[],[]
b2944,-,-1,[],[],[]
b2945,-,-1,[],[],[]
b2946,-,-1,[],[],[]
b2947,-,-1,[],[],[]
b2948,-,-1,[],[],[]
b2949,-,-1,[],[],[]
b2950,-,-1,[],[3092615],"[3092712, 3093082]"
b2951,-,-1,[],[],[]
b2952,-,-1,[],[],[]
b2956,-,-1,[],"[3096639, 3097540]","[3097186, 3097507, 3097512]"
b2961,-,-1,[],[],[]
b2963,-,-1,[],[],[]
b2964,-,-1,[],[],[]
b2969,-,-1,[],"[3109285, 3110095]",[3109249]
b2972,-,-1,[],"[3111645, 3111970, 3112163]",[3112315]
b2976,-,-1,[],[3121201],"[3119622, 3121063, 3121224, 3121425]"
b2977,-,-1,[],[],[3122296]
b4467,-,-1,[],"[3122661, 3122830]",[3122296]
b4468,-,-1,[],[],[3123936]
b2981,-,-1,[],[3127433],"[3127094, 3128109, 3128173, 3128209]"
b2983,-,-1,[],[3129719],[]
b2985,-,-1,[],[],[3131667]
b2986,-,-1,[],[],[]
b2987,-,-1,[],"[3133068, 3133327, 3133329, 3133353]",[]
b2995,-,-1,[],"[3141025, 3142093]",[3142278]
b2996,-,-1,[],[],[3142278]
b4658,-,-1,[],"[3145005, 3145704]",[3144791]
b3001,-,-1,[],[],[]
b3005,-,-1,[],[3149262],[3149227]
b3008,-,-1,[],[],[]
b3009,-,-1,[],[],[]
b3010,-,-1,[],"[3152997, 3153212]",[3153325]
b3011,-,-1,[],[],[]
b3013,-,-1,[],[],[]
b3014,-,-1,[],[],[]
b3024,-,-1,[],[3167437],[3167263]
b3025,-,-1,[],[],[]
b3026,-,-1,[],[],[]
b3029,-,-1,[],[],[]
b3031,-,-1,[],[3173667],"[3173435, 3173912]"
b3035,-,-1,[],[],[]
b3037,-,-1,[],[],[]
b3038,-,-1,[],[],[]
b3039,-,-1,[],"[3180054, 3180191, 3180424]","[3179797, 3179868, 3180446]"
b3040,-,-1,[],[],[]
b3042,-,-1,[],[],[]
b3043,-,-1,[],[],[]
b3046,-,-1,[],[],[]
b3044,-,-1,[],[],[]
b3045,-,-1,[],[],[]
b3047,-,-1,[],[],[]
b3048,-,-1,[],[],[]
b3049,-,-1,[],[],[3189724]
b3050,-,-1,[],[],[]
b3051,-,-1,[],[],[]
b4664,-,-1,[],[],[]
b4666,-,-1,[],[],[]
b3052,-,-1,[],[],[3194079]
b3055,-,-1,[],[],[]
b3059,-,-1,[],[],[]
b3061,-,-1,[],[],[]
b3062,-,-1,[],[],[]
b3063,-,-1,[],[],[]
b3064,-,-1,[],[3207659],[3207461]
b3066,-,-1,[],[],[]
b3067,-,-1,[],[],[]
b3069,-,-1,[],[],[]
b3070,-,-1,[],"[3213826, 3213859, 3214473]",[]
b3073,-,-1,[],[],[]
b3075,-,-1,[],[],[]
b3076,-,-1,[],[],[]
b3078,-,-1,[],[],[]
b3079,-,-1,[],[],[]
b3080,-,-1,[],[],[]
b3081,-,-1,[],[],[]
b3085,-,-1,[],[],[]
b3086,-,-1,[],[],[]
b3087,-,-1,[],[],[]
b3091,-,-1,[],"[3240067, 3241243]",[3239989]
b3093,-,-1,[],[],[]
b3094,-,-1,[],[],[]
b3095,-,-1,[],[],[]
b3096,-,-1,[],[],[]
b3101,-,-1,[],[],[]
b3102,-,-1,[],[],[]
b3103,-,-1,[],[],[]
b3106,-,-1,[],[],[]
b4470,-,-1,[],"[3253602, 3254032, 3254308]",[]
b4471,-,-1,[],"[3256682, 3257323]",[]
b3114,-,-1,[],"[3258928, 3259470]","[3258259, 3260171, 3260338]"
b3117,-,-1,[],"[3263232, 3263847]",[3263616]
b3119,-,-1,[],[],[]
b3120,-,-1,[],[],[]
b3121,-,-1,[],[],[]
b3124,-,-1,[],"[3268799, 3269408]","[3269286, 3269763]"
b3125,-,-1,[],"[3270326, 3270533]",[3270551]
b3127,-,-1,[],[],[3272296]
b3128,-,-1,[],[],[]
b3129,-,-1,[],[],[]
b3130,-,-1,[],[],[]
b3131,-,-1,[],"[3276345, 3276559]",[3276007]
b3132,-,-1,[],[],[]
b3133,-,-1,[],[],[]
b3134,-,-1,[],[],[]
b3137,-,-1,[],[],[]
b3138,-,-1,[],[],[]
b3140,-,-1,[],[],[]
b3141,-,-1,[],[],[]
b3142,-,-1,[],[],[]
b3143,-,-1,[],[],[]
b3144,-,-1,[],[],[]
b3145,-,-1,[],[],[]
b3147,-,-1,[],[],[]
b3148,-,-1,[],[],[]
b3149,-,-1,[],[],[]
b3150,-,-1,[],[],[]
b3153,-,-1,[],[],[]
b3155,-,-1,[],[],[]
b3158,-,-1,[],[],[]
b3159,-,-1,[],[],[]
b3160,-,-1,[],[],[]
b3162,-,-1,[],"[3304109, 3304311, 3304563, 3305442, 3305674]","[3303968, 3304809, 3305373]"
b4685,-,-1,[],[],[3305998]
b3163,-,-1,[],"[3306716, 3306720, 3306893]","[3305998, 3306536]"
b4449,-,-1,[],[],[]
b3169,-,-1,[],"[3314079, 3314373, 3314708, 3315236]","[3314065, 3315147]"
b3172,-,-1,[],[],[]
b3174,-,-1,[],[3320178],[]
b3180,-,-1,[],[],[]
b3182,-,-1,[],[],[]
b3184,-,-1,[],"[3330055, 3330152, 3330163]","[3329839, 3329925]"
b3187,-,-1,[],[],[]
b3188,-,-1,[],[],[]
b3193,-,-1,[],"[3336198, 3336330]","[3335976, 3336164]"
b3194,-,-1,[],[3337185],[]
b3196,-,-1,[],[],[]
b3197,-,-1,[],[],[]
b3198,-,-1,[],[],[]
b3199,-,-1,[],[],[]
b3200,-,-1,[],[],[]
b3201,-,-1,[],[],[]
b3202,-,-1,[],[],[]
b3203,-,-1,[],[],[]
b3204,-,-1,[],[],[]
b3205,-,-1,[],[],[]
b3206,-,-1,[],[],[]
b3207,-,-1,[],[],[]
b3208,-,-1,[],[],[3347919]
b4450,-,-1,[],[],[]
b3212,-,-1,[],[],[]
b3213,-,-1,[],[],[]
b3214,-,-1,[],[],[]
b3216,-,-1,[],[],[]
b4569,-,-1,[],[],[]
b3219,-,-1,[],[],[]
b3220,-,-1,[],[],[]
b3221,-,-1,[],[3367038],[]
b3222,-,-1,[],[3368109],[]
b3223,-,-1,[],"[3368788, 3368879]",[]
b3227,-,-1,[],[],[]
b3230,-,-1,[],[3376139],"[3375788, 3375850, 3376155]"
b3233,-,-1,[],[],[]
b3234,-,-1,[],[],[]
b3237,-,-1,[],[],[]
b3241,-,-1,[],"[3386293, 3386392]","[3386771, 3386965]"
b3243,-,-1,[],[],[]
b3244,-,-1,[],"[3388791, 3389721]","[3388758, 3388831, 3389745, 3390072]"
b3247,-,-1,[],"[3394541, 3394776, 3395301, 3395692, 3395753]","[3395758, 3395857]"
b3249,-,-1,[],[3396537],[]
b3250,-,-1,[],"[3397244, 3397387, 3397713]",[3397793]
b3253,-,-1,[],[],[]
b4697,-,-1,[],[],[]
b4646,-,-1,[],[],[]
b3255,-,-1,[],[],[]
b3257,-,-1,[],[],[]
b3258,-,-1,[],[],[]
b3259,-,-1,[],[],[]
b3260,-,-1,[],[],[]
b3262,-,-1,[],[],[]
b3263,-,-1,[],[],[]
b3265,-,-1,[],[],[]
b3266,-,-1,[],[],[]
b3268,-,-1,[],[],[]
b3270,-,-1,[],[],[]
b3271,-,-1,[],[],[]
b3275,-,-1,[],"[3422251, 3422255, 3422358, 3423529, 3424404, 3424570]","[3422736, 3423683]"
b3279,-,-1,[],[],[]
b3280,-,-1,[],[],[3427729]
b3287,-,-1,[],[],[]
b3288,-,-1,[],[],[]
b3289,-,-1,[],[],[]
b3291,-,-1,[],[],[]
b3292,-,-1,[],[3437150],"[3436793, 3436908]"
b3295,-,-1,[],"[3438283, 3438487, 3438851]",[3439083]
b3297,-,-1,[],[3439775],[3440130]
b3298,-,-1,[],[],[3440130]
b3299,-,-1,[],[],[3440770]
b3301,-,-1,[],"[3442130, 3442255]",[]
b3304,-,-1,[],[3443339],[]
b3306,-,-1,[],[3444263],[3444608]
b3309,-,-1,[],[3445710],[3445769]
b3311,-,-1,[],[3446474],[]
b3314,-,-1,[],"[3447300, 3447446]","[3447185, 3447890, 3447896]"
b3315,-,-1,[],[],"[3447890, 3447896]"
b3316,-,-1,[],[],[3448595]
b3317,-,-1,[],[],"[3448595, 3448973, 3449402]"
b3320,-,-1,[],[3450507],[]
b3323,-,-1,[],"[3452208, 3452248, 3452800, 3452845]","[3451875, 3452114, 3453124, 3453406]"
b3324,-,-1,[],[],[]
b3325,-,-1,[],[],[]
b3326,-,-1,[],[],[]
b3327,-,-1,[],[],[]
b3331,-,-1,[],[],[]
b3332,-,-1,[],[],[]
b3333,-,-1,[],[],[]
b3334,-,-1,[],[],[]
b3335,-,-1,[],[],[]
b3338,-,-1,[],"[3465412, 3465532, 3465800, 3465817, 3466224, 3466968, 3467185]","[3465122, 3465721, 3465835, 3466304, 3466586, 3466834]"
b3340,-,-1,[],"[3469467, 3469604, 3469746, 3470302, 3470734]","[3469368, 3469378, 3469510, 3470293, 3471462]"
b3343,-,-1,[],"[3472741, 3472822, 3472893]",[]
b4551,-,-1,[],[3476709],[3476523]
b3350,-,-1,[],[],"[3477157, 3477304, 3477489]"
b3352,-,-1,[],[],[]
b3353,-,-1,[],[],[]
b3354,-,-1,[],[],[]
b3355,-,-1,[],[],[]
b3357,-,-1,[],[],[]
b3358,-,-1,[],[],[]
b3361,-,-1,[],[],[3489166]
b3364,-,-1,[],[],[]
b3365,-,-1,[],[],[]
b3367,-,-1,[],[],[]
b3368,-,-1,[],[],[]
b3369,-,-1,[],[],[]
b3370,-,-1,[],[],[]
b3371,-,-1,[],[],[]
b4474,-,-1,[],[],[]
b3376,-,-1,[],[3503682],[3502972]
